Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes
PRV55828,0,26970,7586.0,108160,43790,24,24,2.375,81,4
PRV55830,0,103120,8544.0,163090,15890,10,8,3.9,59,8
PRV55831,0,235090,2200.0,3811920,1990830,810,471,1.625925925925926,1006,0
PRV55832,0,481100,48810.0,1578320,638210,284,259,2.5211267605633805,549,26
PRV55833,0,94850,4542.0,931610,317270,144,84,2.1319444444444446,271,5
PRV55834,0,197250,10622.0,2555350,1117720,453,207,1.7682119205298013,697,7
PRV55835,1,139590,8276.0,1296560,537600,269,139,1.7174721189591078,472,8
PRV55836,0,122790,16220.0,333980,130200,82,72,1.7073170731707317,220,10
PRV55837,0,155370,8574.0,243120,113000,45,44,2.311111111111111,138,4
PRV55839,0,76630,3464.0,824650,463410,186,115,1.4516129032258065,345,2
PRV55842,1,49540,610.0,113720,372720,122,43,1.1967213114754098,219,0
PRV55843,0,46740,500.0,861920,397880,213,106,1.2629107981220657,351,0
PRV55846,0,511670,49218.0,1229930,289660,127,125,2.8976377952755907,356,29
PRV55847,0,40460,550.0,542630,308450,185,105,1.4054054054054055,332,0
PRV55848,0,34010,3224.0,190240,98800,39,32,1.8717948717948718,83,0
PRV55849,1,1283730,132682.0,2438490,313220,176,167,3.75,519,75
PRV55850,0,416040,18556.0,1162310,561880,236,153,1.5338983050847457,430,16
PRV55851,0,43640,6568.0,153250,102440,45,35,0.6444444444444445,104,2
PRV55852,1,31730,3304.0,649600,119400,60,32,2.5833333333333335,166,0
PRV55854,0,2460,70.0,0,3100,2,2,0.0,3,0
PRV55855,0,23150,240.0,554530,251950,114,77,1.3859649122807018,235,0
PRV55856,0,12120,460.0,207670,123930,54,40,0.6111111111111112,117,0
PRV55858,0,710,100.0,5000,1900,8,5,0.125,21,0
PRV55859,0,4880,50.0,0,26600,15,6,1.3333333333333333,41,0
PRV55862,0,3230,0.0,0,15860,8,8,0.0,14,0
PRV55863,0,650,0.0,17640,10090,5,5,0.2,24,0
PRV55864,0,85400,4322.0,464800,193020,89,42,1.0112359550561798,198,2
PRV55865,0,91750,890.0,919500,685820,325,163,1.1415384615384616,495,0
PRV55866,0,31370,250.0,625160,207120,115,75,1.191304347826087,224,0
PRV55867,0,39460,70.0,271860,318260,88,43,2.147727272727273,186,0
PRV55868,0,16470,380.0,311540,135840,85,39,1.2117647058823529,164,0
PRV55869,0,152590,9194.0,1209910,855630,346,175,1.638728323699422,562,6
PRV55870,0,22030,100.0,180300,96990,56,38,0.7678571428571429,131,0
PRV55871,0,4480,40.0,67250,32770,12,5,3.3333333333333335,28,0
PRV55872,0,34120,880.0,150700,299290,139,42,1.3741007194244603,245,0
PRV55873,0,51670,6488.0,439050,96710,57,37,1.3157894736842106,138,4
PRV55874,0,1380,0.0,32000,13390,10,10,0.0,28,0
PRV55875,0,4450,0.0,97840,37200,26,25,1.8076923076923077,60,0
PRV55876,0,4380,100.0,131060,33880,19,18,0.15789473684210525,47,0
PRV55877,0,1100,0.0,0,10760,4,4,0.25,13,0
PRV55879,0,90,0.0,39800,3630,2,2,2.0,4,0
PRV55880,0,7180,40.0,116530,38800,15,13,3.3333333333333335,54,0
PRV55881,0,30,70.0,7000,430,1,1,0.0,0,0
PRV55882,0,6440,0.0,69260,23450,23,22,0.8695652173913043,52,0
PRV55883,0,5480,0.0,0,13430,8,8,0.0,18,0
PRV55884,0,2880,90.0,7500,23910,27,16,0.1111111111111111,46,0
PRV55885,0,1610,100.0,5000,12370,8,8,0.0,18,0
PRV55886,0,340,0.0,0,4250,4,4,0.0,6,0
PRV55887,0,66000,5340.0,141160,24190,6,6,14.0,43,5
PRV55891,0,312730,27838.0,672290,102560,51,45,3.392156862745098,184,17
PRV55892,0,118910,1150.0,1972320,1143950,449,235,1.5634743875278396,692,0
PRV55893,1,373630,29048.0,2696020,1278490,615,297,1.5967479674796747,889,14
PRV55895,1,200,0.0,12000,1260,1,1,1.0,9,0
PRV55896,1,204310,21500.0,1016760,214980,105,97,3.019047619047619,254,10
PRV55897,1,249890,10592.0,2542500,894220,482,180,1.6244813278008299,694,5
PRV55898,0,6220,120.0,108870,92940,27,26,0.7407407407407407,53,0
PRV55900,0,113810,8544.0,221220,47820,19,19,1.4210526315789473,70,7
PRV55901,0,25300,310.0,869780,192030,101,50,1.0396039603960396,219,0
PRV55902,0,13230,160.0,377960,135060,69,57,1.8695652173913044,163,0
PRV55903,0,197820,22428.0,534470,107000,50,44,2.56,165,11
PRV55904,0,6190,0.0,86240,54810,28,27,1.1071428571428572,77,0
PRV55905,1,789760,84372.0,1375360,176960,95,84,4.947368421052632,320,47
PRV55906,0,4130,60.0,63510,35580,21,20,1.3333333333333333,56,0
PRV55907,0,598180,64490.0,1946470,608230,243,204,2.7160493827160495,525,32
PRV55908,0,294790,23586.0,657120,92550,55,48,3.2545454545454544,176,10
PRV55909,0,23750,440.0,498740,261610,107,91,1.355140186915888,223,0
PRV55910,0,98770,890.0,1315460,749500,372,149,1.3118279569892473,551,0
PRV55911,1,465440,48840.0,1380950,412860,239,136,2.903765690376569,487,25
PRV55912,1,750080,64110.0,1420920,249270,107,100,4.383177570093458,344,43
PRV55913,1,373270,3540.0,4710840,3328500,1267,587,1.4388318863456986,1378,0
PRV55914,1,170660,22518.0,665690,143300,63,62,2.9523809523809526,194,11
PRV55915,0,8870,0.0,56780,71970,32,27,0.65625,86,0
PRV55916,0,1311040,121842.0,2467480,342100,127,106,5.866141732283465,434,53
PRV55917,0,14150,20.0,147800,91640,50,50,1.74,118,0
PRV55918,0,17760,2136.0,39000,12350,10,10,1.0,36,0
PRV55919,0,6050,0.0,133820,35870,21,19,0.3333333333333333,46,0
PRV55920,0,25550,260.0,514140,271490,110,102,1.4727272727272727,200,0
PRV55921,0,21140,90.0,157770,124430,59,56,1.4067796610169492,125,0
PRV55925,0,50810,4312.0,168440,32880,21,20,2.619047619047619,66,4
PRV55926,0,6930,30.0,85480,102580,26,26,2.076923076923077,68,0
PRV55927,0,72180,650.0,901690,610700,212,167,1.4858490566037736,363,0
PRV55928,0,6410,0.0,11000,26060,12,11,1.5833333333333333,28,0
PRV55929,0,68790,800.0,1368560,677290,287,215,1.529616724738676,450,0
PRV55930,0,84580,7816.0,387320,116990,45,34,2.422222222222222,130,6
PRV55931,0,85700,810.0,1054020,584020,295,108,1.271186440677966,469,0
PRV55933,0,496430,49022.0,3058000,946510,498,356,1.7690763052208835,763,20
PRV55934,1,254220,8308.0,2378690,2047800,653,218,1.9494640122511486,854,2
PRV55935,0,125030,1310.0,2765430,1102500,550,393,1.08,731,0
PRV55936,0,5750,90.0,151320,34890,24,24,0.875,56,0
PRV55937,0,165910,8366.0,1518900,842390,382,201,1.1884816753926701,608,6
PRV55938,0,1400,0.0,57750,35460,9,9,4.333333333333333,20,0
PRV55939,0,301760,30134.0,595260,110270,51,40,3.3529411764705883,201,20
PRV55940,0,7690,80.0,160120,73200,32,29,0.0,76,0
PRV55941,0,14730,190.0,156320,87840,57,56,0.9473684210526315,105,0
PRV55942,0,23270,2566.0,331610,175080,82,78,1.2073170731707317,178,0
PRV55943,0,484070,37912.0,4086310,1483430,721,519,1.5714285714285714,999,20
PRV55944,0,97870,11768.0,252290,45770,26,25,2.6153846153846154,88,9
PRV55945,0,5050,0.0,40600,42490,20,19,1.7,45,0
PRV55946,0,22600,60.0,242240,120890,50,50,1.52,107,0
PRV55948,0,75960,4402.0,169750,72520,28,28,2.107142857142857,97,3
PRV55950,0,7470,0.0,35000,20210,11,11,1.8181818181818181,24,0
PRV55951,1,421000,40566.0,2098230,795220,448,355,2.1339285714285716,708,27
PRV55953,0,5630,0.0,31860,53100,13,13,3.769230769230769,26,0
PRV55955,0,63250,610.0,1021990,524310,246,235,1.3414634146341464,393,0
PRV55956,0,64190,7476.0,188290,45290,22,18,2.227272727272727,80,8
PRV55957,1,243440,22668.0,688590,254220,107,100,1.7476635514018692,271,16
PRV55958,0,8020,0.0,67440,60070,30,28,2.2666666666666666,68,0
PRV55959,1,74710,810.0,1345880,535060,324,160,1.0,495,0
PRV55963,0,8530,100.0,120880,77120,47,43,0.7021276595744681,117,0
PRV55964,0,8180,130.0,196740,73530,37,33,0.7297297297297297,70,0
PRV55965,0,9180,70.0,125140,79540,33,30,2.484848484848485,69,0
PRV55966,0,7620,0.0,97320,47510,21,21,1.9047619047619047,53,0
PRV55968,0,53460,570.0,1557350,477360,148,75,1.7432432432432432,253,0
PRV55969,0,204140,2200.0,2893120,1647500,688,527,1.498546511627907,934,1
PRV55970,0,221400,17188.0,415700,87170,40,38,2.1,146,8
PRV55971,1,1212000,107852.0,4497790,1311330,620,317,2.164516129032258,965,56
PRV55972,0,152520,19464.0,643680,344440,110,107,1.7454545454545454,263,12
PRV55974,0,69110,310.0,542040,614990,175,51,1.9085714285714286,328,0
PRV55977,1,371100,3110.0,4767810,3179860,1302,762,1.424731182795699,1358,0
PRV55978,0,957490,95074.0,3411250,756920,401,342,2.478802992518703,701,55
PRV55980,0,8700,0.0,37720,66640,17,17,2.5294117647058822,46,0
PRV55981,0,110140,16150.0,317610,103180,54,54,1.7777777777777777,171,7
PRV55982,0,750,0.0,3000,9470,4,4,5.0,6,0
PRV55983,0,119670,8614.0,303920,26860,22,21,3.590909090909091,77,7
PRV55984,0,126120,830.0,1701530,955130,392,282,1.288265306122449,573,0
PRV55985,0,19270,50.0,377680,200120,58,52,3.189655172413793,115,0
PRV55986,0,65390,660.0,1189790,536130,232,212,1.3405172413793103,397,0
PRV55989,0,150,0.0,18440,3520,2,2,10.0,4,0
PRV55990,0,251100,23936.0,1467250,594970,231,131,1.8095238095238095,442,17
PRV55991,0,6570,150.0,205240,56170,32,31,1.875,70,0
PRV55993,0,5360,0.0,141680,53010,32,28,0.0,88,0
PRV55995,0,19840,0.0,82160,138740,46,42,0.9782608695652174,110,0
PRV55996,1,264130,30972.0,573020,288990,98,90,2.204081632653061,250,18
PRV55997,0,79640,1140.0,1470610,763150,326,243,1.656441717791411,541,0
PRV55999,0,74190,480.0,1027770,568770,306,120,0.9934640522875817,462,0
PRV56001,0,528570,59808.0,929070,98130,70,67,5.614285714285714,261,21
PRV56002,0,177810,11748.0,254550,56300,32,31,2.71875,113,9
PRV56003,0,77180,8544.0,156990,12530,12,12,4.75,63,5
PRV56004,0,3470,50.0,113030,29980,5,5,4.0,13,0
PRV56005,0,31660,2166.0,360880,106280,74,55,1.2837837837837838,150,0
PRV56006,0,289380,3170.0,4659070,2147230,1090,531,1.3642201834862386,1234,0
PRV56007,1,836930,72624.0,1465890,248970,81,67,4.950617283950617,325,49
PRV56008,1,476600,4080.0,4996710,3884380,1370,686,1.5167883211678832,1382,1
PRV56010,0,21600,250.0,311470,213450,83,82,1.0,185,0
PRV56011,1,741640,8100.0,13364120,5934400,2833,1164,1.3053300388280975,2239,1
PRV56012,1,325870,30024.0,714690,136410,44,41,4.840909090909091,196,16
PRV56013,0,27360,320.0,495850,247220,90,86,2.3777777777777778,181,0
PRV56014,0,145050,20292.0,352640,42570,34,34,3.6470588235294117,151,11
PRV56015,0,92600,6558.0,781760,303880,149,115,1.832214765100671,326,4
PRV56016,0,6350,0.0,43500,39510,12,12,2.3333333333333335,22,0
PRV56017,0,210060,9612.0,392160,32330,13,12,10.384615384615385,85,9
PRV56018,0,240840,26940.0,565420,214400,72,71,3.4166666666666665,206,11
PRV56019,0,186820,2450.0,2566050,1439250,659,268,1.5811836115326252,895,0
PRV56020,0,195770,16380.0,867530,365970,155,148,2.4,337,8
PRV56021,0,39920,150.0,745770,255890,128,124,1.0234375,212,0
PRV56023,1,88070,6538.0,221840,68660,42,40,3.9761904761904763,134,6
PRV56025,0,44660,0.0,725460,397400,153,148,1.5686274509803921,280,0
PRV56026,0,29650,190.0,138820,130410,44,43,1.9772727272727273,92,0
PRV56027,0,8840,190.0,128590,84000,25,24,0.92,51,0
PRV56028,0,66770,4822.0,786620,413790,201,180,1.4577114427860696,376,4
PRV56029,0,100,0.0,0,1010,1,1,0.0,1,0
PRV56030,0,60370,220.0,770060,560310,204,102,1.3676470588235294,347,0
PRV56031,0,61570,9612.0,247950,61970,19,19,3.6842105263157894,85,4
PRV56032,0,3000,70.0,30810,12510,9,9,3.3333333333333335,22,0
PRV56033,0,50160,3204.0,89530,42930,8,8,6.0,32,2
PRV56034,0,1530,20.0,16510,32470,13,13,0.23076923076923078,23,0
PRV56036,0,13140,90.0,247580,104270,49,48,1.2244897959183674,100,0
PRV56037,0,1840,0.0,21000,6290,5,5,4.0,13,0
PRV56038,0,1450,1068.0,1000,6830,7,7,2.7142857142857144,19,0
PRV56039,0,26020,390.0,251380,154090,97,34,2.1649484536082473,199,0
PRV56040,0,22850,0.0,20000,79360,13,11,3.1538461538461537,40,0
PRV56041,0,32040,30.0,268500,198170,55,19,2.7818181818181817,137,0
PRV56044,0,350770,17678.0,1809620,466580,260,76,1.4384615384615385,466,13
PRV56045,0,27980,450.0,234040,178240,120,49,0.6666666666666666,230,0
PRV56046,0,121680,14952.0,366840,24050,20,17,3.6,99,7
PRV56047,0,60,0.0,17000,1760,3,3,0.0,5,0
PRV56048,0,7380,0.0,19200,30470,16,16,4.3125,48,0
PRV56049,0,32580,110.0,860200,255980,149,101,0.9328859060402684,251,0
PRV56050,0,40,0.0,18000,4080,1,1,0.0,4,0
PRV56051,0,1280,0.0,0,7320,4,4,0.0,7,0
PRV56052,0,2950,0.0,12000,26780,12,10,1.0,22,0
PRV56054,0,18830,300.0,136170,174880,45,26,2.2,104,0
PRV56055,0,4470,0.0,14100,19390,9,8,2.2222222222222223,23,0
PRV56056,0,40,0.0,0,150,1,1,0.0,1,0
PRV56057,0,97000,9612.0,140710,5070,9,9,6.222222222222222,66,9
PRV56058,0,90000,10680.0,191350,27080,11,11,7.7272727272727275,73,7
PRV56060,0,50,0.0,0,5430,1,1,0.0,1,0
PRV56062,0,6290,60.0,114260,41600,25,24,1.72,57,0
PRV56063,0,1670,0.0,79710,44630,11,11,1.8181818181818181,22,0
PRV56065,0,70,0.0,0,2140,1,1,0.0,3,0
PRV56066,0,4010,0.0,44000,28740,8,8,0.0,13,0
PRV56067,0,1310,0.0,21000,8340,3,3,0.0,4,0
PRV56068,0,15780,70.0,270140,110540,41,38,1.0731707317073171,87,0
PRV56071,0,270,0.0,0,19970,3,3,0.0,6,0
PRV56072,0,80,0.0,0,3270,1,1,0.0,1,0
PRV56073,0,2440,0.0,39600,17080,12,12,0.0,26,0
PRV56075,0,3020,0.0,39270,22870,12,12,0.08333333333333333,21,0
PRV56076,0,520,0.0,24000,3470,3,3,0.0,7,0
PRV56077,0,2450,0.0,37120,27670,7,7,5.714285714285714,21,0
PRV56078,0,510,0.0,4000,6880,4,4,0.0,10,0
PRV56080,0,250,0.0,5000,9250,5,5,0.0,9,0
PRV56083,0,3570,0.0,5000,9020,3,3,0.0,5,0
PRV56084,0,50,0.0,0,4080,1,1,0.0,2,0
PRV56086,0,4280,90.0,38330,17390,16,14,0.25,24,0
PRV56087,0,300,0.0,0,710,1,1,0.0,1,0
PRV56088,0,25150,310.0,492690,195900,85,74,2.823529411764706,189,0
PRV56089,0,10,0.0,0,720,1,1,0.0,2,0
PRV56090,0,1580,0.0,22820,60950,12,11,1.6666666666666667,25,0
PRV56091,0,200,0.0,0,1280,1,1,0.0,2,0
PRV56092,0,4330,0.0,10400,14000,5,4,0.2,23,0
PRV56093,0,2070,0.0,46040,11940,7,7,5.714285714285714,18,0
PRV56094,0,7510,140.0,74860,55250,25,24,3.56,73,0
PRV56095,0,4910,0.0,40300,25960,11,10,1.8181818181818181,45,0
PRV56098,0,2840,90.0,24680,43300,21,18,1.0,50,0
PRV56099,0,630,0.0,0,2220,3,3,0.3333333333333333,3,0
PRV56101,0,5620,60.0,31120,41930,5,5,4.0,12,0
PRV56102,0,86790,8544.0,226810,59670,36,35,2.1944444444444446,110,5
PRV56103,1,691860,69420.0,1292420,188630,116,89,4.586206896551724,369,46
PRV56104,1,116260,1190.0,2155320,1159450,483,232,1.0331262939958592,708,0
PRV56105,0,264570,28836.0,662560,67390,32,29,5.3125,152,13
PRV56106,0,10000,1068.0,22160,1470,2,2,3.5,19,1
PRV56108,0,7360,0.0,87140,43840,15,11,1.0666666666666667,27,0
PRV56109,0,2320,0.0,188250,32240,12,11,0.08333333333333333,25,0
PRV56111,0,20060,220.0,611530,196000,93,50,1.7956989247311828,201,0
PRV56113,0,16260,0.0,396310,116490,45,30,2.6444444444444444,99,0
PRV56114,0,13180,50.0,124800,119620,41,26,1.6341463414634145,89,0
PRV56115,0,290,0.0,19030,7360,2,2,0.0,8,0
PRV56116,0,9790,70.0,131200,62030,35,34,1.457142857142857,73,0
PRV56117,0,1420,0.0,92180,12560,14,12,0.07142857142857142,27,0
PRV56118,0,116000,13884.0,229040,8070,14,14,7.5,84,8
PRV56119,0,120000,11748.0,169270,14820,11,11,5.636363636363637,74,9
PRV56120,0,36000,4272.0,50000,8910,4,4,5.0,28,4
PRV56121,0,229000,17088.0,369760,23170,16,16,8.6875,112,13
PRV56122,0,20000,2136.0,56700,820,3,3,5.666666666666667,21,2
PRV56123,0,498000,41652.0,852430,63340,40,38,5.05,215,25
PRV56124,0,84000,6408.0,197820,15450,6,6,3.6666666666666665,47,3
PRV56125,0,45000,7476.0,62050,30230,7,7,4.285714285714286,52,4
PRV56126,0,31000,6408.0,59710,3740,6,6,4.5,42,5
PRV56129,0,256000,24564.0,387730,16540,23,21,5.565217391304348,125,15
PRV56130,0,120000,18156.0,164490,26160,17,16,3.7058823529411766,109,8
PRV56131,0,141000,16020.0,271450,48280,15,13,4.533333333333333,100,15
PRV56133,0,144000,16020.0,235510,31580,15,14,4.933333333333334,85,8
PRV56134,1,768000,66216.0,1234580,132090,62,58,5.919354838709677,278,35
PRV56135,0,57230,2136.0,115000,56020,22,16,3.3636363636363638,63,3
PRV56136,0,7120,1068.0,43640,12980,8,8,0.375,23,1
PRV56137,0,16150,120.0,141180,123560,48,30,2.25,109,0
PRV56138,0,13160,460.0,187000,87100,36,22,2.0,87,0
PRV56139,0,45010,3204.0,144240,48440,21,14,2.0,65,1
PRV56140,0,130600,17088.0,334930,52460,31,30,3.6774193548387095,125,9
PRV56141,0,14540,40.0,7600,75830,39,28,0.9487179487179487,87,0
PRV56142,0,131590,5450.0,337110,145580,53,51,2.641509433962264,132,7
PRV56143,0,5220,50.0,47680,35240,29,24,0.034482758620689655,71,0
PRV56145,0,22650,210.0,240240,106080,52,40,1.6538461538461537,105,0
PRV56146,0,11600,0.0,22200,60010,21,14,1.9047619047619047,46,0
PRV56147,0,18470,2136.0,73430,7210,8,8,2.75,29,2
PRV56148,0,23950,210.0,526620,267430,143,70,0.951048951048951,278,0
PRV56149,0,6130,120.0,17000,36340,27,16,0.037037037037037035,57,0
PRV56151,0,17780,110.0,169600,126690,87,42,0.7471264367816092,142,0
PRV56152,0,6620,20.0,51600,44450,18,15,1.2777777777777777,39,0
PRV56153,0,1410,0.0,49000,22260,9,9,0.0,17,0
PRV56154,0,4350,0.0,119120,16550,19,19,3.473684210526316,41,0
PRV56156,0,46620,5490.0,103650,98760,69,46,1.5072463768115942,151,0
PRV56157,0,13840,0.0,112900,52660,38,32,0.10526315789473684,87,0
PRV56158,0,5930,40.0,77600,34630,38,24,0.2631578947368421,63,0
PRV56159,0,7160,350.0,117000,92330,30,29,1.0666666666666667,62,0
PRV56161,1,105640,13186.0,237120,58320,47,37,2.617021276595745,143,7
PRV56163,0,3180,80.0,98080,16780,7,6,0.14285714285714285,18,0
PRV56164,0,5570,0.0,87190,44610,27,27,0.5185185185185185,61,0
PRV56165,0,12810,50.0,46010,54210,19,13,2.6842105263157894,37,0
PRV56166,0,8720,2136.0,18000,19410,8,8,0.5,27,0
PRV56168,0,20,0.0,0,520,1,1,0.0,6,0
PRV56169,0,7350,0.0,21800,34430,22,17,0.8181818181818182,57,0
PRV56170,0,73370,8544.0,125610,40250,18,16,2.8333333333333335,73,5
PRV56171,0,1140,10.0,11000,17870,15,12,2.7333333333333334,31,0
PRV56172,0,31140,3204.0,27610,12870,11,11,4.363636363636363,39,1
PRV56173,0,106720,6568.0,217270,103240,44,37,3.3181818181818183,113,7
PRV56174,0,3550,1068.0,80940,11030,10,10,3.4,26,2
PRV56176,0,7960,250.0,7360,55240,21,15,2.857142857142857,65,0
PRV56177,0,2600,80.0,22000,14240,18,10,1.1666666666666667,50,0
PRV56179,0,9950,1068.0,41800,23130,8,8,6.875,36,1
PRV56181,0,4550,0.0,7360,19580,12,9,1.6666666666666667,29,0
PRV56182,0,13590,170.0,178010,75690,51,44,2.3137254901960786,107,0
PRV56183,0,4240,0.0,208360,20290,23,19,1.9565217391304348,62,0
PRV56184,0,2730,130.0,111000,47370,18,9,1.6666666666666667,36,0
PRV56185,0,530,100.0,0,3090,7,7,2.857142857142857,14,0
PRV56186,0,2660,0.0,16000,21350,12,10,0.9166666666666666,19,0
PRV56187,0,4970,110.0,46600,29430,18,14,1.6666666666666667,51,0
PRV56189,0,960,0.0,6000,5070,6,5,0.0,15,0
PRV56190,0,790,60.0,0,6380,6,4,0.0,14,0
PRV56191,0,20710,400.0,301370,225380,62,37,1.967741935483871,121,0
PRV56193,0,4880,100.0,91020,23050,14,12,0.0,26,0
PRV56194,0,2170,0.0,100400,5720,8,5,0.375,23,0
PRV56196,0,740,0.0,18000,3470,6,6,1.8333333333333333,13,0
PRV56198,0,6500,0.0,19000,37310,21,12,0.0,57,0
PRV56199,0,2600,0.0,7360,24660,16,13,1.3125,31,0
PRV56200,0,12600,0.0,154460,120260,58,41,1.603448275862069,115,0
PRV56201,0,120,0.0,0,10380,3,2,0.0,7,0
PRV56202,0,10000,1068.0,10000,250,1,1,3.0,6,1
PRV56206,0,6240,80.0,105040,64970,31,30,2.064516129032258,67,0
PRV56207,0,89520,3584.0,540740,184340,95,92,1.4526315789473685,188,4
PRV56208,0,25610,0.0,192740,163300,67,66,1.507462686567164,152,0
PRV56209,0,57370,330.0,1084630,450730,189,186,1.5396825396825398,333,0
PRV56210,0,254720,33378.0,1018180,286430,150,144,1.5466666666666666,328,20
PRV56211,0,23700,410.0,249370,173410,83,83,2.0481927710843375,173,0
PRV56212,0,5360,0.0,21460,27740,17,17,4.411764705882353,41,0
PRV56213,0,161060,1830.0,2343000,978220,643,355,1.5303265940902022,823,1
PRV56214,0,710,0.0,0,3060,3,3,0.3333333333333333,9,0
PRV56216,0,157910,1570.0,1932570,1083870,481,352,1.3846153846153846,685,0
PRV56217,0,9920,0.0,176790,83820,45,37,0.5333333333333333,109,0
PRV56218,0,59160,6618.0,487890,281650,118,103,1.9830508474576272,226,6
PRV56219,0,116970,3744.0,1069180,659630,277,98,1.2346570397111913,438,0
PRV56220,0,18610,3204.0,24620,34180,15,14,1.8666666666666667,44,4
PRV56221,0,228340,19684.0,879370,570060,305,213,1.2819672131147541,511,10
PRV56222,0,24770,370.0,280690,219760,101,72,1.9504950495049505,200,0
PRV56224,0,68950,4552.0,348130,265510,111,101,1.5225225225225225,229,0
PRV56225,1,761100,53522.0,3597240,1310090,588,312,1.9285714285714286,877,24
PRV56227,0,8820,1088.0,179400,38230,26,24,1.8076923076923077,67,0
PRV56228,0,65670,710.0,394190,526140,262,149,1.6908396946564885,449,0
PRV56229,0,4440,0.0,32000,54070,13,12,0.0,31,0
PRV56231,1,408720,34776.0,1257680,466770,270,198,1.3222222222222222,506,17
PRV56232,0,9780,0.0,176880,64870,35,34,1.0285714285714285,82,0
PRV56233,0,32890,110.0,418870,404920,98,42,2.6122448979591835,198,1
PRV56234,0,21720,80.0,350390,134570,70,56,2.142857142857143,149,0
PRV56235,0,178900,15822.0,1287860,364090,171,153,1.8128654970760234,368,12
PRV56236,0,56080,7486.0,279950,79560,36,35,1.6944444444444444,115,6
PRV56237,0,35030,600.0,1069100,294320,198,131,1.0,333,0
PRV56238,0,73690,4362.0,267860,60880,31,30,1.096774193548387,98,4
PRV56239,0,54830,340.0,272460,744400,125,55,2.696,220,0
PRV56241,0,31640,130.0,486560,277770,140,98,0.7642857142857142,277,0
PRV56242,0,50420,1228.0,807610,418140,136,75,2.0220588235294117,252,2
PRV56243,0,922780,81274.0,4117070,1869150,909,604,1.6413641364136413,1176,43
PRV56245,0,13720,130.0,440830,165360,76,44,1.263157894736842,136,0
PRV56247,0,20410,2256.0,131680,61510,26,21,1.9230769230769231,63,1
PRV56248,0,283190,2290.0,4523670,2255730,934,477,1.335117773019272,1116,0
PRV56249,1,875110,61740.0,4774530,2247090,1110,666,1.6063063063063063,1313,34
PRV56251,0,8950,0.0,81470,94010,30,16,0.8333333333333334,77,0
PRV56252,0,5210,0.0,37600,29590,18,18,1.6666666666666667,42,0
PRV56253,1,636680,68064.0,1873800,539310,311,228,2.102893890675241,621,31
PRV56255,0,38510,360.0,302570,350060,102,68,1.4509803921568627,216,0
PRV56256,0,90650,11758.0,284940,75470,55,53,1.6545454545454545,140,9
PRV56257,1,157440,18256.0,393680,117230,52,48,3.0,145,13
PRV56258,0,26130,170.0,191920,237110,70,70,1.0714285714285714,153,0
PRV56259,1,160020,17508.0,993810,470190,196,188,1.7908163265306123,387,9
PRV56260,0,550510,57672.0,1014750,73610,59,53,4.11864406779661,254,34
PRV56261,0,24690,500.0,202030,132930,69,47,0.5652173913043478,135,0
PRV56262,0,3480,40.0,57000,31800,15,15,0.9333333333333333,34,0
PRV56263,0,22940,2336.0,52800,25560,18,17,0.8333333333333334,52,1
PRV56264,0,172050,19294.0,338510,92310,51,45,3.607843137254902,164,10
PRV56265,0,211760,21930.0,764800,223980,126,54,1.3650793650793651,291,15
PRV56266,0,9640,40.0,61920,70770,30,26,1.4333333333333333,66,0
PRV56267,0,350,60.0,0,5160,4,4,0.0,13,0
PRV56268,1,940670,67482.0,5705170,2458030,1113,873,1.669362084456424,1280,38
PRV56269,0,83230,8644.0,174380,36510,17,16,2.176470588235294,85,4
PRV56270,0,289970,2610.0,4733730,2274620,1043,485,1.180249280920422,1201,0
PRV56271,0,36760,1528.0,124450,153540,93,65,1.2903225806451613,193,1
PRV56272,0,5450,190.0,117380,46900,22,14,1.6818181818181819,54,0
PRV56274,0,23980,4272.0,30600,11180,8,8,2.875,40,2
PRV56275,0,24690,250.0,93480,205720,80,34,0.5875,159,2
PRV56276,0,13390,0.0,37260,13780,7,7,3.857142857142857,18,1
PRV56277,0,5470,0.0,93060,84580,19,17,2.3157894736842106,44,0
PRV56278,0,20910,0.0,73780,98580,27,18,2.259259259259259,70,0
PRV56279,0,17770,100.0,178200,148080,53,29,2.056603773584906,109,0
PRV56280,0,8450,90.0,234200,154630,39,32,0.2564102564102564,83,0
PRV56281,0,24130,210.0,446000,210500,54,24,2.259259259259259,133,0
PRV56282,0,500,0.0,12600,6340,4,4,0.25,12,0
PRV56283,0,2320,0.0,49000,22940,3,3,6.666666666666667,7,0
PRV56284,0,23090,110.0,319750,130740,67,37,1.4179104477611941,141,0
PRV56285,0,140000,13884.0,308890,17330,13,12,7.230769230769231,87,11
PRV56286,0,23000,1068.0,23000,60,1,1,15.0,10,1
PRV56287,0,28680,310.0,412730,231570,107,83,1.1495327102803738,207,0
PRV56288,0,24000,2136.0,45000,1510,2,2,2.5,19,2
PRV56289,0,28000,5340.0,42000,1280,5,5,4.0,38,2
PRV56290,0,11560,10.0,260030,69000,23,16,2.739130434782609,60,0
PRV56291,0,13150,0.0,86080,125230,36,26,3.1944444444444446,62,0
PRV56293,0,430,0.0,0,1980,3,3,0.0,5,0
